,model,website,type,fullname,price,status,time_to_market,size,resolution,rear_camera,front_camera,battery_size,battery_type,CPU,memory
1493,MI 4S,http://detail.zol.com.cn/cell_phone/index1142162.shtml,手机,小米4S（标准版/全网通）,1389,停产,,5英寸,1920x1080像素,1300万像素,500万像素,3260mAh,不可拆卸式电池,六核,2GB
1494,HLTE310T,http://detail.zol.com.cn/cell_phone/index1234683.shtml,手机,海信H18（全网通）,1699,正常,,6.19英寸,1500x720像素,1200万像素+500万像素,1600万像素,3500mAh,不可拆卸式电池,八核,4GB
1495,DLI-AL10,http://detail.zol.com.cn/cell_phone/index1171776.shtml,手机,荣耀畅玩6A（DLI-AL10/标配版/全网通）,799,正常,,5英寸,1280x720像素,1300万像素,500万像素,3020mAh,不可拆卸式电池,八核,2GB
1496,FIG-TL00,http://detail.zol.com.cn/cell_phone/index1205137.shtml,手机,华为畅享7S（4GB RAM/全网通）,1099,正常,,5.65英寸,2160x1080像素,1300万像素+200万像素,800万像素,3000mAh,不可拆卸式电池,八核,4GB
1497,a37f,http://detail.zol.com.cn/cell_phone/index1142123.shtml,手机,OPPO A37（全网通）,1199,停产,2016年04月,5英寸,1280x720像素,800万像素,500万像素,2630mAh,不可拆卸式电池,八核,2GB
1498,K10 M5,http://detail.zol.com.cn/cell_phone/index1136916.shtml,手机,LG K10（双4G）,1200,停产,,5.3英寸,1280x720像素,1300万像素,800万像素,2300mAh,暂无数据,八核,2GB/1.5GB/1GB
1499,mi note lte,http://detail.zol.com.cn/cell_phone/index395208.shtml,手机,小米Note（全网通）,1699,正常,2015年01月,5.7英寸,1920x1080像素,1300万像素,400万像素,3000mAh,不可拆卸式电池,四核,3GB
1500,HTC M8Sw,http://detail.zol.com.cn/cell_phone/index381677.shtml,手机,HTC One E8（M8Sw/时尚版/联通4G）,2299,正常,,5英寸,1920x1080像素,1300万像素,500万像素,2600mAh,不可拆卸式电池,四核,2GB
1501,BAC-L22,http://detail.zol.com.cn/cell_phone/index1179566.shtml,手机,华为nova 2 Plus（BAC-TL00/移动全网通）,1459,停产,2017年06月,5.5英寸,1920x1080像素,1200万像素+800万像素,2000万像素,3340mAh,不可拆卸式电池,八核,4GB
1502,SCH-N719,http://detail.zol.com.cn/cell_phone/index334986.shtml,手机,三星GALAXY Note II（N719/16GB/电信版）,3100,正常,2012年11月,5.5英寸,1280x720像素,800万像素,190万像素,3100mAh,可拆卸式电池,四核,2GB
1503,BKL-AL00,http://detail.zol.com.cn/cell_phone/index1204227.shtml,手机,荣耀V10（6GB RAM/全网通）,2799,正常,2017年11月,5.99英寸,2160x1080像素,2000万像素+1600万像素,1300万像素,3750mAh,不可拆卸式电池,八核,6GB
1504,T1-701ua,http://detail.zol.com.cn/tablepc/index400394.shtml,平板电脑,荣耀畅玩平板（1GB/16GB/3G版）,599,停产,,7英寸,1024x600,1.2GHz,四核心,1GB,16GB,聚合物锂电池，4100毫安,12小时左右，具体时间视使用环境而定
1505,INE-TL00,http://detail.zol.com.cn/cell_phone/index1246226.shtml,手机,华为nova 4（高配版/全网通）,2799,正常,,6.4英寸,2310x1080像素,4800万像素+1600万像素+200万像素,2500万像素,3750mAh,不可拆卸式电池,4×Cortex A73 2.36GHz+4×Cortex A5....>>,8GB
1506,V1731CA,http://detail.zol.com.cn/cell_phone/index1236154.shtml,手机,vivo Y73（4GB RAM/全网通）,1099,正常,,5.99英寸,1440x720像素,1300万像素,500万像素,3360mAh,不可拆卸式电池,八核,4GB
1507,F100S,http://detail.zol.com.cn/cell_phone/index1157906.shtml,手机,金立F100S（全网通）,699,停产,,5英寸,1280x720像素,500万像素,200万像素,2400mAh,可拆卸式电池,四核,2GB
1508,TETC-A8,http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
1509,NCE-AL00,http://detail.zol.com.cn/cell_phone/index1157608.shtml,手机,华为畅享6（NCE-AL00/全网通）,650,停产,,5英寸,1280x720像素,1300万像素,500万像素,4100mAh,不可拆卸式电池,八核,3GB
1510,vivo Y51,http://detail.zol.com.cn/cell_phone/index1115625.shtml?_t_t_t=0.7531024426874443,手机,vivo Y51A（高配版/全网通）,998,停产,,5英寸,960x540像素,800万像素,500万像素,2350mAh,不可拆卸式电池,四核,2GB
1511,305SH,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
1512,MI 4W,http://detail.zol.com.cn/cell_phone/index319601.shtml,手机,小米米Phone,0,停产,,4英寸,800x480像素,800万像素,暂无数据,1930mAh,可拆卸式电池,暂无数据,暂无数据
1513,CHM-UL00,http://detail.zol.com.cn/cell_phone/index400306.shtml,手机,荣耀畅玩4C（CHM-UL00/标准版/双4G）,670,停产,2015年04月,5英寸,1280x720像素,1300万像素,500万像素,2550mAh,不可拆卸式电池,真八核,2GB
1514,vivo Y35A,http://detail.zol.com.cn/cell_phone/index1136082.shtml,手机,vivo Y35A (全网通),799,停产,,5英寸,1280x720像素,1300万像素,500万像素,2300mAh,不可拆卸式电池,四核,2GB
1515,VS995,http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
1516,vivo Y53,http://detail.zol.com.cn/cell_phone/index1167303.shtml,手机,vivo Y53（全网通）,899,正常,,5英寸,960x540像素,800万像素,500万像素,2500mAh,不可拆卸式电池,四核,2GB
1517,HUAWEI VNS-DL00,http://detail.zol.com.cn/cell_phone/index1146694.shtml,手机,华为G9青春版（VNS-DL00/联通4G）,868,停产,,5.2英寸,1920x1080像素,1300万像素,800万像素,3000mAh,不可拆卸式电池,八核,3GB
1518,X2 SE,http://detail.zol.com.cn/cell_phone/index1229523.shtml,手机,苹果iPhone X2（全网通）,5900,正常,,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
1519,NEWONE_MIX,http://detail.zol.com.cn/cell_phone/index1160797.shtml,手机,小米MIX 2（全网通）,1958,正常,2017年09月15日,5.99英寸,2160x1080像素,1200万像素,500万像素,3400mAh,不可拆卸式电池,八核,6GB
1520,vivo Y55,http://detail.zol.com.cn/cell_phone/index1156093.shtml,手机,vivo Y55（全网通）,999,正常,,5.2英寸,1280x720像素,800万像素,500万像素,2730mAh,不可拆卸式电池,八核,2GB
1521,vivo X20Plus UD,http://detail.zol.com.cn/cell_phone/index1205808.shtml,手机,vivo X20Plus屏幕指纹版（全网通）,3598,正常,,6.43英寸,2160x1080像素,主摄2x1200万像素（2400万感光单元）....>>,2x1200万像素（2400万感光单元）,3905mAh,不可拆卸式电池,八核,4GB
1522,SM-J100F,http://detail.zol.com.cn/cell_phone/index392790.shtml,手机,三星GALAXY J1（J100/联通3G）,0,停产,,4.3英寸,800x480像素,500万像素,200万像素,1850mAh,暂无数据,双核,512MB
1523,PRO 7-H,http://detail.zol.com.cn/cell_phone/index1154768.shtml,手机,魅族PRO 7（标准版/全网通）,1399,正常,2017年08月05日,5.2英寸,1920x1080像素,双1200万像素,1600万像素,3000mAh,不可拆卸式电池,八核,4GB
1524,iPhone 6 Plus,http://detail.zol.com.cn/cell_phone/index375437.shtml,手机,苹果iPhone 6 Plus（移动4G）,5470,正常,2014年09月,5.5英寸,1920x1080像素,800万像素,120万像素,2915mAh,不可拆卸式电池,双核,1GB
1525,1819,http://detail.zol.com.cn/cell_phone/index1213909.shtml,手机,ROG 游戏手机（全网通）,5499,正常,,6英寸,2160x1080像素,1200万像素+800万像素,800万像素,4000mAh,不可拆卸式电池,八核,8GB
1526,HTC 2Q4R400,http://detail.zol.com.cn/cell_phone/index1183282.shtml,手机,HTC U11 EYEs（全网通）,1499,正常,,6英寸,2160x1080像素,1200万像素,双500万像素,3930mAh,不可拆卸式电池,八核,4GB
1527,EVR-TL00,http://detail.zol.com.cn/cell_phone/index1179566.shtml,手机,华为nova 2 Plus（BAC-TL00/移动全网通）,1459,停产,2017年06月,5.5英寸,1920x1080像素,1200万像素+800万像素,2000万像素,3340mAh,不可拆卸式电池,八核,4GB
1528,VOGA 55909,http://detail.zol.com.cn/cell_phone/index1180754.shtml,手机,青橙VOGA V（全网通）,5888,正常,,5.5英寸,1920x1080像素,1300万像素,800万像素,4000mAh,不可拆卸式电池,八核,4GB
1529,GIONEE GN5007L,http://detail.zol.com.cn/cell_phone/index1183611.shtml,手机,金立大金钢2（GN5007/全网通）,1299,正常,,6英寸,1440x720像素,1300万像素,800万像素,5000mAh,暂无数据,4GB,暂无数据
1530,MI 6 ,http://detail.zol.com.cn/cell_phone/index1161066.shtml,手机,小米6（6GB RAM/全网通）,2199,正常,2017年04月28日,5.15英寸,1920x1080像素,双1200万像素,800万像素,3350mAh,不可拆卸式电池,八核,6GB
1531,HUAWEI MLA-TL00,http://detail.zol.com.cn/cell_phone/index1162687.shtml,手机,华为G9 Plus（MLA-TL10/全网通）,999,正常,,5.5英寸,1920x1080像素,1600万像素,800万像素,3340mAh,不可拆卸式电池,八核,3GB
1532,SCL-TL00H,http://detail.zol.com.cn/cell_phone/index1146476.shtml,手机,荣耀畅玩5A（CAM-TL00H/移动4G）,488,正常,,5.5英寸,1280x720像素,1300万像素,800万像素,3100mAh,不可拆卸式电池,八核,2GB
1533,HLTE200M,http://detail.zol.com.cn/cell_phone/index1213909.shtml,手机,ROG 游戏手机（全网通）,5499,正常,,6英寸,2160x1080像素,1200万像素+800万像素,800万像素,4000mAh,不可拆卸式电池,八核,8GB
1534,OPPO A53,http://detail.zol.com.cn/cell_phone/index1116112.shtml,手机,OPPO A53（移动4G）,1599,停产,,5.5英寸,1280x720像素,1300万像素,500万像素,3075mAh,不可拆卸式电池,真八核,2GB
1535,HWI-AL00,http://detail.zol.com.cn/cell_phone/index1204737.shtml,手机,华为nova 2s（6GB RAM/全网通）,1399,正常,2017年12月12日,6英寸,2160x1080像素,2000万像素+1600万像素,2000万像素+200万像素,3340mAh,不可拆卸式电池,八核,6GB
1536,MI 5C,http://detail.zol.com.cn/cell_phone/index1156607.shtml,手机,小米5C（移动4G）,699,正常,2017年03月03日,5.15英寸,1920x1080像素,1200万像素,800万像素,2860mAh,不可拆卸式电池,八核,3GB
1537,DRA-AL00,http://detail.zol.com.cn/cell_phone/index1217895.shtml,手机,华为畅享8e青春版（全网通）,649,正常,,5.45英寸,1440x720像素,1300万像素,500万像素,3020mAh,不可拆卸式电池,四核,2GB
1538,V1813A,http://detail.zol.com.cn/cell_phone/index1250849.shtml,手机,vivo Y97（6GB RAM/全网通）,2098,正常,,6.3英寸,2280x1080像素,1600万像素+200万像素,1600万像素,3315mAh,不可拆卸式电池,八核,6GB
1539,ASUS_Z01KDA,http://detail.zol.com.cn/cell_phone/index1178792.shtml,手机,华硕ZenFone 4 Pro（全网通）,0,即将上市,,5.5英寸,1920x1080像素,1200万像素+1600万像素,800万像素,3600mAh,暂无数据,八核,6GB
1540,COR-TL10,http://detail.zol.com.cn/cell_phone/index1162687.shtml,手机,华为G9 Plus（MLA-TL10/全网通）,999,正常,,5.5英寸,1920x1080像素,1600万像素,800万像素,3340mAh,不可拆卸式电池,八核,3GB
1541,GN5001,http://detail.zol.com.cn/cell_phone/index1116928.shtml,手机,金立金钢（GN5001S/全网通）,900,停产,,5英寸,1280x720像素,800万像素,500万像素,4000mAh,不可拆卸式电池,四核,3GB
1542,Lovme-T21,http://detail.zol.com.cn/cell_phone_index/subcate57_37131_list_1.html,手机,,0,非售,,,,,,,,,
1543,GN5002,http://detail.zol.com.cn/cell_phone/index1163087.shtml,手机,金立金钢2（全网通）,599,正常,,5英寸,1280x720像素,800万像素,500万像素,4000mAh,不可拆卸式电池,四核,3GB
1544,OPPO A57,http://detail.zol.com.cn/cell_phone/index1160598.shtml,手机,OPPO A57（全网通）,799,正常,,5.2英寸,1280x720像素,1300万像素,1600万像素,2900mAh,不可拆卸式电池,八核,3GB
1545,GN5003,http://detail.zol.com.cn/cell_phone/index1160656.shtml,手机,金立大金钢（GN5003/全网通）,1499,停产,,5.3英寸,1280x720像素,1300万像素,500万像素,4000mAh,不可拆卸式电池,八核,3GB
1546,Hisense E9,http://detail.zol.com.cn/cell_phone/index182332.shtml,手机,海信E9,0,停产,,3.2英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
1547,SM-G8750,http://detail.zol.com.cn/cell_phone/index1212923.shtml,手机,三星Galaxy S轻奢版（全网通）,3289,停产,,5.8英寸,2220x1080像素,1600万像素,800万像素,3000mAh,不可拆卸式电池,八核,4GB
1548,MI 8 UD,http://detail.zol.com.cn/cell_phone/index319601.shtml,手机,小米米Phone,0,停产,,4英寸,800x480像素,800万像素,暂无数据,1930mAh,可拆卸式电池,暂无数据,暂无数据
1549,GN5005,http://detail.zol.com.cn/cell_phone/index1163087.shtml,手机,金立金钢2（全网通）,599,正常,,5英寸,1280x720像素,800万像素,500万像素,4000mAh,不可拆卸式电池,四核,3GB
1550,DOOV M2,http://detail.zol.com.cn/cell_phone/index1162165.shtml,手机,朵唯M2（双4G）,799,停产,,5英寸,1280x720像素,800万像素,500万像素,不可拆卸式电池,暂无数据,四核,3GB
1551,HLTE200T,http://detail.zol.com.cn/cell_phone/index1207303.shtml,手机,海信F26（3GB RAM/全网通）,650,正常,,5.99英寸,1440x720像素,1300万像素,500万像素,3000mAh,不可拆卸式电池,四核,3GB
1552,PRO 7-S,http://detail.zol.com.cn/cell_phone/index1172916.shtml,手机,魅族PRO 7 Plus（标准版/全网通）,1899,正常,,5.7英寸,2560x1440像素,双1200万像素,1600万像素,3500mAh,不可拆卸式电池,十核,6GB
1553,dazen 6A,http://detail.zol.com.cn/cell_phone/index1202688.shtml,手机,大神6A（2GB RAM/全网通）,499,正常,,5.7英寸,1440x720像素,双1300万像素,500万像素,3000mAh,不可拆卸式电池,四核,2GB
1554,SEA-AL10,http://detail.zol.com.cn/cell_phone/index1173233.shtml,手机,荣耀9（6GB RAM/全网通）,1599,正常,2017年06月16日,5.15英寸,1920x1080像素,1200万像素+2000万像素,800万像素,3200mAh,不可拆卸式电池,八核,6GB
1555,GOME 2018X38A,http://detail.zol.com.cn/cell_phone/index1231897.shtml,手机,国美C72（全网通）,0,即将上市,,5.99英寸,暂无数据,1300万像素+500万像素,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
1556,NX512J,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
1557,E910,http://detail.zol.com.cn/cell_phone/index61887.shtml,手机,LG E910,460,正常,,暂无数据,暂无数据,30万像素,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
1558,NOAIN F3,http://detail.zol.com.cn/cell_phone/index269626.shtml,手机,诺亚信W599,599,正常,,2.4英寸,320x240像素,30万像素,暂无数据,950mAh,暂无数据,暂无数据,暂无数据
1559,aosp_hammerhead,,,,0,非售,,,,,,,,,
1560,HWV32,http://detail.zol.com.cn/cell_phone/index398690.shtml,手机,苹果iPhone 6S Plus（全网通）,3000,停产,2015年09月,5.5英寸,1920x1080像素,1200万像素,500万像素,2750mAh,不可拆卸式电池,双核,2GB
1561,ASUS_Z01QD,http://detail.zol.com.cn/cell_phone/index1178792.shtml,手机,华硕ZenFone 4 Pro（全网通）,0,即将上市,,5.5英寸,1920x1080像素,1200万像素+1600万像素,800万像素,3600mAh,暂无数据,八核,6GB
1562,DOOV L5Pro,http://detail.zol.com.cn/cell_phone/index1101966.shtml,手机,朵唯L5 Pro（双4G）,1139,停产,,5.2英寸,1920x1080像素,1300万像素,800万像素,2500mAh,不可拆卸式电池,八核,2GB
1563,LG-H990,http://detail.zol.com.cn/cell_phone/index1151498.shtml?_t_t_t=0.6525589460507035,手机,LG V20（双4G）,480,正常,,5.7英寸,2560x1440像素,1600万像素+800万像素,500万像素,3200mAh,可拆卸式电池,四核,4GB
1564,SM-G3568V,http://detail.zol.com.cn/cell_phone/index383994.shtml,手机,三星GALAXY Core Mini 4G（G3568V/移动4G）,639,停产,,4.3英寸,800x480像素,500万像素,暂无数据,暂无数据,暂无数据,四核,768MB
1565,SM-G720AX,http://detail.zol.com.cn/cell_phone/index396034.shtml,手机,三星GALAXY J7（J7008/移动4G）,850,停产,2015年06月,5.5英寸,1920x1080像素,1300万像素,500万像素,3000mAh,可拆卸式电池,八核,1.5GB
1566,coolpad M3,http://detail.zol.com.cn/cell_phone/index1272810.shtml,手机,酷派M3（4GB/32GB/全网通),799,正常,,5.85英寸,暂无数据,1300万像素,500万像素,2800mAh,不可拆卸式电池,八核,4GB
1567,redbird H1,http://detail.zol.com.cn/cell_phone/index1207279.shtml,手机,红鸟健康云手机H1,599,正常,,5.5英寸,1920x1080像素,1300万像素,800万像素,3420mAh,不可拆卸式电池,八核,4GB
1568,HUAWEI CRR-UL20,http://detail.zol.com.cn/cell_phone/index1100176.shtml,手机,华为Mate S（CRR-UL20/臻逸版/双4G）,2500,停产,,5.5英寸,1920x1080像素,1300万像素,800万像素,2700mAh,不可拆卸式电池,真八核,3GB
1569,LLD-AL20,http://detail.zol.com.cn/cell_phone/index1184227.shtml,手机,荣耀9i（全网通）,1219,正常,2018年06月07日,5.84英寸,2280x1080像素,1300万像素+200万像素,1600万像素,3000mAh,暂无数据,八核,4GB
1570,DOOV L520,http://detail.zol.com.cn/cell_phone/index1174764.shtml,手机,朵唯L520（全网通）,1569,停产,,5.5英寸,1280x720像素,1300万像素,1600万像素,3000mAh,不可拆卸式电池,八核,4GB
1571,LA-S5,http://detail.zol.com.cn/cell_phone/index121999.shtml,手机,联想S5,320,正常,,2英寸,176×220像素,130万像素,暂无数据,650mAh,暂无数据,暂无数据,暂无数据
1572,RMX1901,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
1573,FIG-TL10,http://detail.zol.com.cn/cell_phone/index1205137.shtml,手机,华为畅享7S（4GB RAM/全网通）,1099,正常,,5.65英寸,2160x1080像素,1300万像素+200万像素,800万像素,3000mAh,不可拆卸式电池,八核,4GB
1574,HLTE311T,http://detail.zol.com.cn/cell_phone/index1237525.shtml,手机,海信金刚4 PRO（全网通）,1699,正常,,6.18英寸,2246x1080像素,1300万像素+200万像素,800万像素,4000mAh,不可拆卸式电池,4GB,暂无数据
1575,HUAWEI SC-UL10,http://detail.zol.com.cn/cell_phone/index1143415.shtml,手机,荣耀畅玩5C（NEM-UL10/双4G）,800,正常,,5.2英寸,1920x1080像素,1300万像素,800万像素,3000mAh,不可拆卸式电池,八核,2GB
